Image,Description
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1055/LSHD-7803%2CLSHD-7801.jpg,"DISPLAY 7SEG 0.3"" SGL GRN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/852/LTS-4301JR.jpg,"DISPLAY 7SEG 0.39"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/939/LSHD-5503.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1055/LSHD-7803%2CLSHD-7801.jpg,"DISPLAY 7SEG 0.3"" SGL GRN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5614/HDSP-311E.jpg,"DISPLAY 7-SEG 0.4"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/404/LTD-6410G.JPG,"DISPLAY 7SEG 0.56"" DBL GRN 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/404/LTD-6910HR.JPG,"DISPLAY 7SEG 0.56"" DBL RED 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/LDS-A512%2CA513%2CA514%2CA516%2CC512%2CC513%2CC514%2CC516%20RI%20SERIES.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6374/HDSP-513E.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/LDS-A512%2CA513%2CA514%2CA516%2CC512%2CC513%2CC514%2CC516%20RI%20SERIES.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
-,"DISPLAY 7SEG 0.56"" SGL WHT 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/LDS-A512%2CA513%2CA514%2CA516%2CC512%2CC513%2CC514%2CC516%20RI%20SERIES.jpg,"DISPLAY 7SEG 0.56"" SGL GRN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/884/SA52-11GWA.jpg,"DISPLAY 7SEG 0.52"" SGL GRN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5003/SC39-11SURKWA.jpg,"DISPLAY 7SEG 0.39"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4178/MFG_WL-S7DS_0.30.jpg,WL-S7DS 7 SEGMENTS DISPLAY SMT S
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4839/TDSG5150.jpg,"DISPLAY 7SEG 0.51"" SGL GRN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/TDSG1150-LM.jpg,"DISPLAY 7-SEG 0.28"" SGL GREEN"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/533/LTD-2601G.jpg,"DISPLAY 7SEG 0.28"" DBL GRN 10DIP"
